company,category,date,title,summary,source,url
Issuer A,Company News,2026-04-17,Amex to buy Hypercard - Payments Dive,,Payments Dive,https://news.google.com/rss/articles/CBMicEFVX3lxTE9YVEM5WXVBUlZfRkxqMUxrN1k2Y1NlSndIMTBaemh1SFpuX3dzTU51WU54MFhCRkx3LUxJaEk1ZGhhbjg2TkpvMW1vRnphWjdrQ2E3ZldaVmZIdXlmdkt3UERnVnhGaW1BUTFTb0pYUzE?oc=5
Issuer A,Company News,2026-04-17,American Express expands AI capabilities with Hyper acquisition - FinTech Futures,,FinTech Futures,https://news.google.com/rss/articles/CBMidEFVX3lxTE9XREc5Q3VRejhtemZIQzdNM2FaQThULWdDZDEzYmY5cTUxeE1WZWVzTTY4U2hDQ1ZYN096QXJZd2E3MDFaLVh1aFJGY2tucVk0QTVmZnhjbUxHUW9OV3VZNkNJREZ2SFpnQ2d0YnJ0SXFCSHNU?oc=5
Issuer A,Company News,2026-04-17,Watkins Advises Hypercard in Acquisition by American Express - Latham & Watkins LLP,,Latham & Watkins LLP,https://news.google.com/rss/articles/CBMijwFBVV95cUxOWWwydDNDVG9LVnBNRmJ3a3FBRG84emtrYmdhWC1mYzJPYm4xWVNlNDVLWXQ0Vk5xR0V6R2wtOHNuampRdm9na1ZzQXh1bnJ1bWRSaERNMF92V19LaGZuVEZ1SV9kUnJldFd1RFVRNk84LTFhOWQyQWVLSWs5VTMxY0ppVzg1YmhXVEpSZjNvNA?oc=5
Issuer A,Company News,2026-04-17,American Express Acquires Hyper to Automate Business Expense Management - AIM Media House,,AIM Media House,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNWThNV3hSM1lvWVlydy1NMU9Zcmg0elp5d2xDVU5vV3pmWTdWY3NhODZ6ZmNMZDMzblp6cTc2a21EdlVOcnJDdUtqbWl5eHRHNUtkYklSdHFmRkhTOG1QOEx1bGY3eXM0UGZidHNXeE5OeENBSXNUekhSRjduRXFuQVpIek1GX2NCN2NFSUlPZ1B3eTlJdGplbnRFNTRWX1BOaHFITXRuSXo?oc=5
Issuer A,Company News,2026-04-19,Jim Cramer Suggests Waiting for Post Earnings Dip Before Buying American Express - Yahoo Finance,,Yahoo Finance,https://news.google.com/rss/articles/CBMingFBVV95cUxQVlFuVGU4bG9vWjFsRU1wbkFjQ3RBNUNJU1c0SE5xSVBfTzVXajU5QWtCV2p6a3IwM2NQTlZFUnlJeDJ1Q01fOVR1WUJlOXVYSGhZRzY0UWlNRTNsYzFtaWQwenpFb09JZ09xaUZqUURnNWVTam9rcHVxNC16SFhJeUF6cEdlNWlKQkREU0RSS3VGSVFmbjQ5MkdOS3otQQ?oc=5
Issuer A,Company News,2026-04-19,American Express’s AI focused Acquisition Signals a Deeper Shift in Fintech’s Corporate Finance Race - Crowdfund Insider,,Crowdfund Insider,https://news.google.com/rss/articles/CBMi4AFBVV95cUxQTHU5S0lyMWd5bVBpRlM3djlzQmxIbGNBVzZkRzY2YVZNTXhqdk14cHZUdGVBTGlqZ3dhNERxN1hHOTFESUI2U0NrUy00T0pKSHF0RllyWTljQ1BWMko2WEIxNnZlZ01ndkpQYm1ZV3YtM1M0TDljVERyY2pyMzI4aGdDYlpyWnpJYVh0NHNidEdiNXdHcVh5OFI3NEtrOTdyZVNubER4LWJ4MXZFUFZVQWF0bVpwVk5ENktSLTc2MGZSc3lqc3VDb3ZaVk4tbWJQMmNzaFVIc0tYNW1NMTFCTA?oc=5
Issuer A,Company News,2026-04-20,Can American Express’s Play to De-Risk AI Shopping Capture a $500B Payments Shift? - CardRates.com,,CardRates.com,https://news.google.com/rss/articles/CBMikgFBVV95cUxQQnNNcEJBY2xwaVJ6M2RVeEE2QmJoZjF4QzhPR29aLVRGdGJJWW5nR2xkSlZNWnlLRzdYMDVIY25OaHV5RmpuSExDZEhia3ZHYUt4OEpKYUR0Z3NLSUtOOVBRZTZ3bzRFZmw0V0dIc2ZSSWhFMFhSTVVJYUViVlJJei1lX2NvRnlIZlB0ZGt2S0l3UQ?oc=5
Issuer A,Company News,2026-04-20,Why This May Be This Week's Most Important Earnings Report for Investors to Watch - Yahoo Finance,,Yahoo Finance,https://news.google.com/rss/articles/CBMimAFBVV95cUxPODljcUhseVozaXZzSGZzYmQ1Nmo4NFBldk1OdW5qdnlhZ09qUllxX0t1TXJ3X2tncnpoQUtRZG9kc3pLOGtiMy1RYlVucWN5cmZROWtLb3llcTB5emtoRG53Wlg5cERUcnJtMnl0M0gtb1NXXzBTSERlNFpjUzJNN2lDbHdKSXZBZjd3Ujk1RnRXbmJvN2pPZw?oc=5
Issuer A,Company News,2026-04-20,Warren Buffett's Investment in American Express Stock Turned Into a 40-Bagger Success. Here's the Secret Behind It - Yahoo Finance,,Yahoo Finance,https://news.google.com/rss/articles/CBMirAFBVV95cUxPcVVzTWVoTVN6SXlQeUE4NFV0cXhwTk9POE1FV0NrMzN6OUFUeE96cmJQamZiQ05RYXVqb2QzbE1XSVFFQnl0X3M1cFhvT3Q3cVc5YUxFUzdOa0hWc0dVUDg1MWxKZXY3b055NnNMeWh2XzFOdV9HdjhTVnZRaDhqak0wYmh3cHFuemEyNW14UmFGZEhjM0FGc0ZQRU5mV1JGcmlUMVpWN1ZZSWl0?oc=5
Issuer A,Company News,2026-04-20,"American Express, Tesla and Halliburton are part of Zacks Earnings Preview - Zacks Investment Research",,Zacks Investment Research,https://news.google.com/rss/articles/CBMitAFBVV95cUxPNVl5ZjdRYTNrSmFNMjJUVGxaSVdsOUxBSTlaQ2VWTHZnMGR4SktXT2g0cTBIcUczczVYbmVLeTBCSUZZSDM5VkFnWktlR2JiMWV3a2VvbDc1VmdEODVINXF3MmpkTEVRLUdQclhBVjhkZEoyMWs4UTU1QXlEZXJYUndOeVJ0QWtaUzhfYWdvV0VHR0N6VGtIWFdKZFA2dlVIZ1FxN2xfd3BBTi1yQmJ6MWZ1SGE?oc=5
Issuer A,Company News,2026-04-20,American Express and Hyper: The Dawn of the Autonomous Expense Era - Bobsguide,,Bobsguide,https://news.google.com/rss/articles/CBMilwFBVV95cUxNOUY4eDRnSElHR2tuTEpsaTVmeVRxOGJ3T1JoeVA4Ni1iZWluTXZBN1VNc2xkM3cxMU1qNU1kbUNKVWYtZm5LTl9sWnI4YlBZTkVtSWswZmpqZm1MOGhrTXJoMkVzVnJfRER4Q0NfZEZSUW5aYXN4cmxwSGZFamtIeFFLOU0wVk9KSVNDLWNUWHBGYU8wY2R3?oc=5
Issuer A,Company News,2026-04-20,"Exploring Analyst Estimates for American Express (AXP) Q1 Earnings, Beyond Revenue and EPS - Yahoo Finance",,Yahoo Finance,https://news.google.com/rss/articles/CBMirgFBVV95cUxQb3YtNWNDMnFRUEh4YUhCSy1qa3R2akl3ZGxMQnNybWR3RE13aGdTZ0xlVzdseTc4TGxVTEQyWl9vUjJFcHhXamRnQXdkQ1VzNFp0aVk4eHhmd2R3VkpCRllwcnd2TVA2ZlRNSkVTVDFCcTUzSU5DMDgwc0c0UlM5UWoyQXNXWHVXbmg2em5CUjljbDEzZ0VmVEctX2dBUWFoODRrekNLLThxdklsM0E?oc=5
Issuer A,Company News,2026-04-21,Earnings expected to grow over 10%: Stewart on American Express - BNN Bloomberg,,BNN Bloomberg,https://news.google.com/rss/articles/CBMiwAFBVV95cUxOUkF3ZGdaYlRoeU85eGRLZ2JOUkxXa0YyVUY1eHRaQkJ2SlpiU0U0ZHY3SG5OdDd5dDN0a3JiWVhYRG9kSWNtSlFjRllyR0YySnZoVFZwMDBOdlhJVEpPaFNnNXExTk1oWGJEWm14LTRXejlhMWU2ODBkUmZEQnZ5dmg5YzZKTHNaUFRLdGxQMk9vdDZ3TV91Ri03WUVqTUU0b2ZMT2VSaExzN1VYYllMbDB4Yi1RSnpzNzJwUUV0UFI?oc=5
Issuer A,Company News,2026-04-21,American Express Stock Hits Record $72B Revenue as Platinum Refresh Delivers - TIKR.com,,TIKR.com,https://news.google.com/rss/articles/CBMiowFBVV95cUxOYTRwdkNUR19pb2MwbWE0YW05MllZWGsxQXFJNGdkWTY1RWEyTDh0WVpKYWdGU0pxMkFBbU5CSjFCR2RNdmtVTDNvdXlfV3cxUHE2YXZEZ3JhMzI0TWllTlJPVUVCVGNDTGltYTZXV0cxaXZKWGg3SEFRbjlWNUNYY0pPempYVWZ6WG5sckxKTGRQajgtV0ZuOEx4V0JxYTZ2b3R3?oc=5
Issuer A,Company News,2026-04-21,Warren Buffett’s American Express rides platinum card change wave - thestreet.com,,thestreet.com,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNaXgxSWU4VERtOHFoYmhaRFJheWZKX0d0OGVWLVQxRzVSTEJ3YlVNNFZ6b2FXRk5lS2wwa0ZWWlg1Wkx1bVZ1ZXV4eXJ1S09NQXdFcUZwOGFJTzJ0TDhMV2FFMFA5a0xoN1hMYk44VTlRaDVLVXNkUjZWS3NfX1dFZUFBa2hRNXRYOW9oX3lxWTl6VzZhdEFMUVFrUjBaOFRNYTJDSW9ucC1PLVk?oc=5
Issuer A,Company News,2026-04-21,List of 18 Acquisitions by American Express (Apr 2026) - Tracxn,,Tracxn,https://news.google.com/rss/articles/CBMisgFBVV95cUxObHZodWY5ejJaR1RWN3ZIZkNMWWhud3ZsY3BydU03RGI2NjdPOWN1WW1PM3Z5dTZWNmZjdG5xQVNsb2NpdHVqY2w5bkN2ZWN6YWlSNHIxekZHLUhqTTN3QkpjQTItMlRfa2M4bF81eFp4TlN3NmZ1NXdzaDlYazdzS0kxZ1p5WjlPQUdoSFozbUo1anZqTFJhQXdzcTNFWVpjVjRGMGlkbUozRFRFUUZuU3Vn?oc=5
Issuer A,Company News,2026-04-21,Amex: Advancing AI Strategy with Acquisition of Hyper - FinTech Magazine,,FinTech Magazine,https://news.google.com/rss/articles/CBMijgFBVV95cUxNSnFOWDJmb2JWQVpmanR2WGppSU1MZ21XcWtRbDN4Sm00VGNLYkhLbnd1TDIzdXo4VXVtWXBUTVBONkF4WFFYcGlCSkxKaHNWejJ5TXV1LWptcXdEc2FxaE1DVHdZZU1Xc3hFOFlfQTBGcTZ3N2pKWUlqWHpKWjkxNWNkOWl3a2d0OWg4dDJn?oc=5
Issuer A,Company News,2026-04-22,"American Express (AXP) Valuation Check As Earnings, Dividend Rise And New AI Payment Tools Draw Attention - Yahoo Finance",,Yahoo Finance,https://news.google.com/rss/articles/CBMiowFBVV95cUxQZFZjcGJqbjY3a1NpUTl0cXpjejBfQWE1UzBMbkxvdERlVHZfYXN1UFJJbnJTY3ZKc0FMTVRPLUZUdFRKZEM1RDg2dHhuczREamI1Y25EYkEzbVhWazNJbHU5SmN6LUZucFNUUGlsdWQ3WHp1eDNaOTVydjBBTmo5TS14RzdPb2hoN2hicFprcDNDNzY1em5oZFY4ODNUUlFFTTUw?oc=5
Issuer A,Company News,2026-04-22,American Express Canada and DMZ's Grant Program Returns to Support Canadian Small Business - Yahoo Finance,,Yahoo Finance,https://news.google.com/rss/articles/CBMioAFBVV95cUxNMzdXY3p4YVo2dFk4S1loT2dJVGZXRjJ2NzJMOVdTQ2RlcTF1Q3RCdzB3N29BMWU3Z1FKUzQydU51R0FkRjRLdWpuSzFvTVdOd2JnUjBpUWMxT0tKaG9zd2Z1ZW16T28zMEFhMW9VcHlUbENJdHNFcGNqVTc5b2JMU2N3MUZTSmFmbGNfaTNVQVBxc01aQXBGWnR5clA0bG1W?oc=5
Issuer A,Company News,2026-04-22,American Express Debuts New Membership Experiences at the 2026 NFL Draft - Yahoo Finance,,Yahoo Finance,https://news.google.com/rss/articles/CBMisAFBVV95cUxNbDVIczNJYThXczlFMk9lb2F2N2JOanUtSTVmYi0ydGRYQW4wdzlBb25Ka1ZpZEJ4bjE5cmdPUUlWZGxCY01XYzd5S213dTkzUTAycW1BQ1Bfc01XaVNrMTduV3oxQ2dESWU3RlJOZEtjM2FsQUVMMU1ONkdjeGttZ21SNGxnZjVzelZ6ZU5jM3VxOXRPcjdrNEQ4MW14cHZNRUdkV2pnS29GYzNuN3JXQw?oc=5
Issuer A,Company News,2026-04-22,Is a Deeper Dive Into AI What American Express Needs to Accelerate Growth? - 24/7 Wall St.,,24/7 Wall St.,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPdFRPdjRQQ2QxVjl0Tlh2bHh0emxwR1FLRWdmQXN5QVcwVVkzVXJkcjRDb2FGVmRzd3RHSlJ4Z29Fc19WTF9ZYzZiOHBPVy1SOENfbzZUSFhwQXdkdW1FVTdCRFlpbDdqZlpRUGFaWEZQT21mZjhnRU1aMmluLWpGdjFjNHotblMzUVR1NkpSa2taajFJb0NCT1hCSmFiTUktajZVU2dkZXpDQ1lZTXk0V1JIc3dvOWE5?oc=5
Issuer A,Company News,2026-04-23,American Express Profit Rises on Premium Customer Strength - WSJ,,WSJ,https://news.google.com/rss/articles/CBMipgFBVV95cUxOUEk2MHpFWjNiNXJKa2h3SWlrdklkU2M3eXZ3eDVBMktxQ0xzMXlIZ05pbzMxQVBjSTNpZnhMUjQtYzFKTUhBWTRiSFpoM1JHSHZXendwT2lmTVE2c0VBc3d5Um5ZdEdPdkVZWC04YWpjUEVFMnhwMUM4M3E2R0pRQlpNbVNld0hnUExKdzFub3lwbWlLNExyTkZJSWxDZ3FTTEo5Z0R3?oc=5
Issuer A,Company News,2026-04-23,American Express ties up with District by Zomato to drive midweek spends on credit cards - CNBC TV18,,CNBC TV18,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOYXZPdk1oaHRTaGs5NHc3Nzl0bmg5N1EzZlFUTlVRdTNoejNYUWNyQ1dtMGRkT09QRW5kZHpTbUg2U2swdUVvNHdyU1U5alV1V1VXVFN6bXJ5Z3E2bDhiX2xoTFVtMXVKbDFzd2M2MWNJM2hCYXNQanBxcjl3MGlTRHZSQ0xmUl9YcGQ1S25DdVh3N3NwSVdkUGR5TEpsakxod29Hb3Y3NldjUURjYmVnRHBzRWdDWS1ydmZzOC1PekhlUHd6YzZJZdIBzgFBVV95cUxPend4c2M0aElBejNNdUNOTkdjQ01OdDQ5MEs5UVdRQmxyNXRxUzBLOGxnb29uZ2tya1R1dlFKYXVSaFR6MWE2SjZRc01ieTdqNlVOampCTzBfa2NrUGZ6X0twcDluOFZFb0E4MFo0TVlSZkNBSnJibFZLRklvM1Y5bWtwbDFhUWdlY0c0VGtvLWtrUmJCanR5Y2J3eXBwdGs1RVFnRzBISUhkbFZ4WE9wWTdjX2g4aEFDczNNTjZCVjlTMmNkR184WDREeHp2QQ?oc=5
Issuer A,Company News,2026-04-23,"Amex says Iran war has an impact, but not a big one - American Banker",,American Banker,https://news.google.com/rss/articles/CBMijgFBVV95cUxOdkY2b21pTEd4clFrZ0lBWUd6UXgtWVBGMGgwdEhLZG5TUWRrcl9vNUN2cUlTZEdLejRXYVAzdndsbDl4dm1lVU10eUdnUkdRWEhuOE50TUQzN19kODlSSWdMZG9GLWhhdm13b2VZcURycElqSUk1eDQyS2tLQi1rYkNud0V1QWZYQkxBejdn?oc=5
Issuer A,Company News,2026-04-23,American Express Reports First-Quarter 2026 Financial Results - Business Wire,,Business Wire,https://news.google.com/rss/articles/CBMiugFBVV95cUxORVhfWW5IYlExeUpFcHZERHlIcXBleU9uMjRKZnJVNWdnbFpLOEZ2SHBScHJva0tCd3VDb05wa2pjbWF1aHF3N0N1X2tyS0dqbzlQdkhLQjFiOWdDTXhzcjlBeURGMV9KR19QLV9JN1cxeDBwek94TFdUSGdVcld4N2FCdGRCUUlVa0tyLVVVY0NJWlA2azlyMkJLcGZVbFlNd2FVV0R6TmxocURiQ0JvZDJLdGpHYWtWeWc?oc=5
Issuer A,Company News,2026-04-23,Amex CEO gushes over next gen - Payments Dive,,Payments Dive,https://news.google.com/rss/articles/CBMie0FVX3lxTFBrZmpRclhvbnVJMWhrU0hyaWRySjRCMHRramxUakgwLWhRRmNNWUhRZUFRTEdRN2tsaVlKbUZFTnRqSWFGWGo3SWMyck93Sm9Va21PdXRXbndrVC1CRW1qMnJGVEZBYUktTXc2QUV3dUVlTE54bnN0MVR3MA?oc=5
Issuer A,Company News,2026-04-23,American Express Buys Expense Management Company Hyper - Business Travel Executive,,Business Travel Executive,https://news.google.com/rss/articles/CBMiogFBVV95cUxPUUNEX2hraEFWVUNtMmYyM1d4LVVsZlBJZkNxcGtFWjNnQmtmSlN2b09iMDdZUjh4Nlp3ak53VVlyY095Z3VydUdFV19OWGlna0Y2VERJcHJBRW9IQWhfd1BUdExvUklGc05ERHNOMHI0ajBQRnlDRHVHVWhkYjlMb2pXSUlNWGl2OWJLS3ZDeldhSlVpYU9IdmRCRjRsZmstUUE?oc=5
Issuer A,Company News,2026-04-23,Why American Express Fell Today - The Motley Fool,,The Motley Fool,https://news.google.com/rss/articles/CBMif0FVX3lxTE9OTVVsTGVwWjJ0NjV3OVBwclZvV3B2U1lfeEozdHcxM3RnemlqalJDY2FneUdmS1pIMDVDT1ZyZzhRS3RzY2ZhX1Fua0p1ZV9Jc1JhREVtOXBqNmczbEVha3p3Mm1ZZXhBU291LUxLSEdvcWNEVXNGdFh6Q2xIWGs?oc=5
Issuer A,Company News,2026-04-23,American Express Just Reported Its Highest Card Member Spending Growth Rate in 3 Years. Here's What's Driving It. - The Motley Fool,,The Motley Fool,https://news.google.com/rss/articles/CBMimAFBVV95cUxQOHp0dEJKZy1OeHhtVU1hNVJTU3M1UWVaX2Q0TTBnZ2dTdHhVQXNzdEZjU21NWERidy1STTFyc05xRnRjanhobGczM1VmYlpUb3RTQ2tnbnE0Tlp6UnQ2clZWbzl0YjVCS2dLWXRPUVAtcXY0bnoyMVJjdjhoLWZjVnBUVDlyTzk1SlRpbU1nRThDaUR3VEMyNg?oc=5
Issuer A,Company News,2026-04-23,"Amex cardholders are loading up on luxury goods and premium airfares, as spending growth picks up - MarketWatch",,MarketWatch,https://news.google.com/rss/articles/CBMi1gFBVV95cUxQOGt0aWtwaVAzV1Bib2VuXzJiUGZPUURHQkstRkpsN0wzSXFKY2xGcERsSlJXQWRPTFZwcHFlbjA5YUh6c0RNZzVfVTFMN0EzelRKSjFsN1BFUXdfeVJZbjFXRlhyc1ZQZ05yeGZqYnpMUzNTckd0RTVPZl9PZ2VlTC1OWElMSDJkR0RFSGhuZHFHODVNR3NVR21Ya3FLT3hPZ21QZ0hCM1ZCVjF3ajdfaXhxRDlUTWgxbU9MZFlKWkhqWmJ1b0JMeDRGYWlkN3kxa1kxSWNB?oc=5
Issuer A,Company News,2026-04-23,"American Express Profit Jumps 15%, Topping Wall Street’s Estimates - Barron's",,Barron's,https://news.google.com/rss/articles/CBMihgFBVV95cUxQYXd5bG1LMEl3aUxWY0x4QXdlbXdfbXZhREJ6X2t5ekpHdVB0ei0tTGZRd2RMTjktR053clZ2UmZEUzYtcDVGVWF6VFZYcmVudjJLUVhMNWkzWG13ZUZGWnlia3N3N3lkT0psR1RaR3d0OHJod1BNSkFrQi1lUlIycGxEU3NLdw?oc=5
Issuer A,Company News,2026-04-23,American Express posts strong Q1 earnings as spending growth continues (AXP:NYSE) - Seeking Alpha,,Seeking Alpha,https://news.google.com/rss/articles/CBMirAFBVV95cUxNVUpubXc4WlgtNE9YeDFrbU1ReHJNeldoRUtsMHBKVjZhNkJrVDQybmdyakUwRGVkZUI1VnFob1MyWGpMckQ3bVF0b2dHd1hubzNNOFRudEpXcHdzSnlOeGpUeHFjUFJzYnZITE85MU5hLWRNMURSUGVXb3pjUHlsWlo4UkdRTmYtU05IaF84SHYwak9sWUljeDFTbmpnQ3BRdS1UdGV6OEprc2xy?oc=5
Issuer A,Company News,2026-04-23,"American Express CEO on blowout earnings, travel and $4 gas prices - Yahoo Finance",,Yahoo Finance,https://news.google.com/rss/articles/CBMirwFBVV95cUxPdXR4eHBrTzdTRXIzeDZqS1BwUm8tMEU2bDNtaTdKVDhtb0xUcl9JOGZsUGwxbzZaTUxGamdCRjY4TVNlODFGMUdJd05RVktXOHdJSC1yVm1RaTdWVlJhTlltYlczUEZFMjVXOWFvME9ObVVVVXU0T1NrcmJyRnZaWHVzTXNvMElTeE92cmI3LVJFa2RJTVIwUjd3STl6bGd1anc4MWg5Tlp2U0FkVUxn?oc=5
Issuer A,Company News,2026-04-23,Why American Express Fell Today - Yahoo Finance,,Yahoo Finance,https://news.google.com/rss/articles/CBMinAFBVV95cUxQVXNSYWZWSTQ5YXM0OXNkUVBkLTBrUldqSnE2Yjg0RmgwYU1ONmxQUTVhNThibWdZV2JEdkFUUWxaUWhPR2g3UllXRjNlblhUMGZnaC00b3BOVkpEQTlULTVSTWZiYzBKVjA0NlU2UHV1ei1Fb2F1V0FZb1BEVWR2bEpwUDg2c2s4aTV0Q0ZNX0xfTUdrWEo2ck1STTE?oc=5
Issuer A,Company News,2026-04-23,American Express (NYSE:AXP) Surprises With Q1 CY2026 Sales - Yahoo Finance,,Yahoo Finance,https://news.google.com/rss/articles/CBMiogFBVV95cUxQLUxlNzVldGNBWkEyQ0phS0tmYy1xYnpxT2dDTjdmaFJ3ZUhlaGUycWFnd1dlUnRfcFhZRElJX1J3UF9HTENtaE54MFRsSWpyb0pBSlg3bUpfQ3dKWEo1Zjdad3FEM1hfMXA2TF9hamp5dkVYNldsNkJZYVhEdENyanB2WGl2eC10QkdGRFd3bDdLWU9qWHhOc3hUWDNDOWhoSmc?oc=5
Issuer A,Company News,2026-04-23,"American Express beats Q1 forecasts, maintains full-year guidance - Yahoo Finance",,Yahoo Finance,https://news.google.com/rss/articles/CBMiogFBVV95cUxQOWZ0RVpXejVURlFta01sQ3VwU2RvaWVvZFJLMDBZR1dzaDdnS3FaR2VwOVBFY1N5UzRMb0dXd3BRMnpTU2gyaW14Rkd2bVg5SnNaUE9Gam9rSFdadGh2WWl4ZXpxSGxsY0h2RVBzamUzQzNNclVIV1B1WEV4U1hRWFlnUU5sdEZUSjJtWVVvSXA5d0x4TlhKOGNGal83T1JGVlE?oc=5
Issuer A,Company News,2026-04-23,"American Express trumps Q1 estimates, reaffirms full-year outlook - Investing.com",,Investing.com,https://news.google.com/rss/articles/CBMisAFBVV95cUxOb3RzMHFQYmFUZGo2Vk9aWVl6TzZRMTB1bkRiaV9Rd1U5dS1UQnVjZGFiX3lpY2Q1aVhQM2VTLXZJZmY3dkNtQ3FIWmhmb1BGaEtBaUczTGl1akgzN3dOVVRvS3hGRS1JZklSVDlUeDgzSnFJSENqV0JMcDJFNThsWm52eHhYRG9uc0FabVVxY1J6U0R2QjRYNlpBMURSMjFwRHZoa1ZrX3pUc243VTRDMw?oc=5
Issuer A,Company News,2026-04-23,"American Express Q1 2026 slides: 18% EPS growth, premium model thrives - Investing.com",,Investing.com,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPSm9JZ2N3VmVUOGhfd19nMWtGUlRNS3Z5VWxCVTdYUVpJaTFrazRJbFZfMmhWcUgzbWh3RWhYQm56dno1Q2o5c21ITnpQa1NKT0xDUTlmRDRCRlVMNVhycTM3TkJncmh4TmpkVkItdkMwM1BIbUMtYkRDc2pxZWtpMFAzb2Q5MHpzZk43YXlZRnVEMjkyTTFMY2R5NXdoZzN1RzZLV1V6bXFPZTNWM3h4ekxTWjIwVERIbUFZM1JlbXp0Zw?oc=5
Issuer A,Company News,2026-04-23,Amex Leans on Millennials and AI as Card Spending Accelerates - PYMNTS.com,,PYMNTS.com,https://news.google.com/rss/articles/CBMioAFBVV95cUxPenZuZkhYRUFtREFfSVhPN0trZ1JtbnZpZUtzZDNLeTFpa0Zac3g3RWNadHM3N2MwRVRjWFpTbzhEREVUYVl4cGd2MUtWcUZ3TmxQZjhMRS1uYVkyaWtkMWdQQVJGUURsVUhncWVaT0hzNS1FOG5Kbzd4NDJQTGxXcEFjeGdVVEw3OWZXcXRkbURHU0tXdnp3WkwxVnIwZnRz?oc=5
Issuer A,Company News,2026-04-23,AMERICAN EXPRESS ($AXP) Releases Q1 2026 Earnings - Quiver Quantitative,,Quiver Quantitative,https://news.google.com/rss/articles/CBMikgFBVV95cUxQa3Nia2t0ejhxVFItOF91bW51X1VKUFJCaXVuN3Q1d0NIeG5MdFE4RTVfTEFIR2ZOQ1NUdl8tOF9OTlZ0MDk2akFDZ0tLTFNHdFZENU54LWpubXB6TXBpM2lLMUtKaFNwYUlXWWExZnBiUnMzYW96SmNTYVV4aUxqMC1GLUc3MFNGRHdNdXpDR0lkZw?oc=5
Issuer A,Company News,2026-04-23,American Express Q1 2026 earnings beat on luxury spending - qz.com,,qz.com,https://news.google.com/rss/articles/CBMiggFBVV95cUxOc1AtaHNUWHdVSkhEWWdqOXJ1aVUzNmlReG05UUt3T0V6d3MyUUYxdXJORFNmUUV6cHdONk9xVXlwb1ptOWZsZHpsNktYX0Z5X1FBanRjMHFNdWRuTXdmQlRmV2VFc0gxWENoeXBpOFhkODYwTmtZSmFIRGEzM0xYdzRR?oc=5
Issuer A,Company News,2026-04-23,American Express beats Q1 estimates but shares slip on cautious outlook - Proactive financial news,,Proactive financial news,https://news.google.com/rss/articles/CBMi2gFBVV95cUxQaVZLZENzV3N1RnlFeTVVN3dOdmxMbE5lTmxTUWtENUpaSTJtVF9lQ0hJcERjbEJNUGlESmFYWGJoQlZxaWF3WE1yYUN2TlZNLXZkc0pseW10anFScUMyUFdJOFZJNFJ2M3hwaUpNR0kzSGp4RmZRbmowZ2J2amdWNWhQbWpuOEhWZDBEdnBtRGlDQ1RtUGczcjlmWTREaC1EbE1qUTVJWGZreVF6Q2U2Q1d3LVpWWVZicjRVSVVsdzdZN0FFamVzeENTV0hKb1JmR1Q0aVc1ZDlNQQ?oc=5
Issuer A,Company News,2026-04-23,AXP Q1 Earnings Beat Estimates on Strong US Consumer Services Unit - Zacks Investment Research,,Zacks Investment Research,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPWHktRUFpVFQtRFRnQlJsSWNBLUtXS0s3cDFsczhGU2tSdEhjQVd3V2RrcVRuakVLQ3JKaXlINUZ5dTcxTW9IRkhQSk05LUVtclNVMGZJYnhISEVlWjczQkJrYTRjNjdsUnVOdFNvUkdjNng4NFBQb2lJcENaWWhmdGtmamRFU1JqOVAxek1ldHJ1dUpObXZCR3ptQnVIb2tPWUlUOUVtVHF4MUU?oc=5
Issuer A,Company News,2026-04-23,"American Express 10-Q: Revenues $18.91B, EPS $4.28 - TradingView",,TradingView,https://news.google.com/rss/articles/CBMirAFBVV95cUxNNDdfc3BZdGV0cGpLZHNseDdaY0NIQjJkYWNSbUg5VmRvOEZUQXlick0wUkdaaHViZ2lBd1RSSEV3T1lOcFJDaFdJU3U0M1lwX0xTU2xVa01QQVpHeWZJYl9aVGtSczUtS2d2MnZHdFJURnRlR25vMDVyU3hJaWlXOU5pQlhzRFpzOTJWOXhCV3pac2QxYkktYlowZFZzdUF6ejI1bEt5MVpEUWha?oc=5
Issuer A,Company News,2026-04-23,American Express Co Stock (AXP) Moved Down by 3.54% on Apr 23: What Investors Need To Know - TradingKey,,TradingKey,https://news.google.com/rss/articles/CBMiigFBVV95cUxNeHZ4eVZWT0tQS1RtRkJGOTNCQnR3M2hqcVU0Z1YwZ2dPYjgxY2V5Q1JGTWRSMnI3UFdEcnZWNHN1R0p3bGZ4NXpDV1NOWXY4TmxxUlNMZXk4b3htRlVPeHduRThWNF9VT2x5bXB4TDIzbXB6NzQ3X1BhZ3dXeGxMOXpQMFJ2Tm1Vb1E?oc=5
